ID,official_name,type,illustrations,morphemes_raw_string,aggregated_english_text,aggregated_spanish_text,all_nahuatl_terms
ID278,xochi-ocotzotl,other,,Ocotl/pine; Xochitl/flower,toothache weak decaying teeth first punctured dead tooth root tall plant teoezquahuitlnocheztli ground burned deers horn precious stones iztac huitzquahuitlquetzaliztli chichiltic xiuhtontli tapachtli little poorly ground farina heated salt wrapped cloth compressed teeth especially injury trouble pain felt severely finally white frankincense kind ointment call xochiocotzotl burnt coals odor whereof coarse pad cotton impregnated kept moving frequently cheeks best reach pain spot hiccups hiccups take root bush cohuatli leaves plant mexixacacapacquilitl bark red pine leaves aromatic tlatlanquaye plant grind water boil well boiled mix white honey let drink moderately throw white frankincense xochiocotzotl coals soaking pad cotton odor chest heated leaves cypress also herbs papaloquilitlacacapacquilitl yyyauhtli macerated water heated liquor whereof chest rubbed lesions feet cut feet prepare herbs tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flower cacauaeloxochitl piltzintecouheloxochitl leaves ecaecapatli itzquinecapatli stones tlacalhuatzin eztetl tetlahuitl v pale colored earth divide three parts put basin coals fire may heat water put feet hot water basin let fire placed feet lower somewhat may fall onto feet wrapped cloth following day put ointment called xochiocotzotl white frankincense fire feet may improve odor heat also let seeds herb called xeacocoxihuitl ground put pulverized hot water apply feet third apply herb tolohua xihuitl acocoxihuitl brambles ground hot water struck lightning let one struck thunderbolt drink potion well prepared leaves trees namely ayauhquahuitlaquahuitl tepaquilti aquahuitl green cypress bush iztauyattl herbs quauhyyyauhtli texochitl yamanquiamoxtli however drink given let heated let body also anointed plaster made herbs papaloquilitlacacapacquilitl tlalcacapolecapatli quauhyyyauhtli tlatlanquaye huitbitzil xochitil iztac huitzquahuitl ocoeloxochitl addition plants upon lightning struck days later let drink water white frankincense thrown water boiled white whitish incense burned bones fox added also mix indian wine afterwards instill nostrils medicine made white pearl root tlatlacotic plants growing garden burned let also suffumigated white incense thrown upon coals wax ointment call xochiocotzotl good odor herb quauhyyyauhtli travelers protection dried flowers mecaeloxochitl tlileloxochitl hueynacaztli bark trees copalatoyaxocotl atoyaatoyaxocotl leaves aatoyaxocotl tree white incense salve xochiocotzotl yolloeloxochitl thus crushed pulverized crushed placed within cavity wellknown fragrant huacaleloxochitl flower may receive redolent odor flower breathe take end highly praised flower yolloeloxochitl must nicely hollow therein cover health bearing fine powder suspending capsule neck,dolor muelas dientes débiles descomposición deben ser perforados primero diente muerto luego raíz alta planta teoezquahuitlnocheztli debe ser molida quemada cuerno venado piedras preciosas iztac huitzquahuitlquetzaliztli chichiltic xiuhtontli tapachtli harina mal molida calientan sal envuelto paño comprime dientes tiempo especialmente intensamente dolor lesión finalmente queman brasas incienso blanco tipo ungüento llamamos xochiocotzotl olor desprenden impregna tampón grueso algodón luego mueve frecuentemente mejillas alcanzar mejor punto dolorido hipo hipo toma raíz arbusto cohuatli hojas planta mexixacacapacquilitl corteza pino rojo hojas aromática tlatlanquaye muelen agua hierven bien hervido mezcla miel blanca bebe moderación arroja incienso blanco xochiocotzotl brasas empapando algodón olor calienta pecho hojas ciprés junto hierbas papaloquilitlacacapacquilitl yyyauhtli maceran agua líquido calentado frota pecho lesiones pies pies cortados prepara hierbas tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flor cacauaeloxochitl piltzintecouheloxochitl hojas ecaecapatli itzquinecapatli piedras tlacalhuatzin eztetl tetlahuitl v tierra color pálido luego divide tres partes parte pone vasija brasas fuego calentarla agua meten pies agua caliente fuego bajo pies debe bajarse queme pies envuelven paño día siguiente pone ungüento llamado xochiocotzotl incienso blanco fuego pies mejoren olor calor muelen semillas hierba llamada xeacocoxihuitl agregan pulverizadas agua caliente aplicarlas pies tercer lugar aplican hierba tolohua xihuitl acocoxihuitl zarzas molidas agua caliente golpeados rayo sido golpeado rayo debe beber poción bien preparada hojas árboles saber ayauhquahuitlaquahuitl tepaquilti aquahuitl ciprés verde arbusto iztauyattl hierbas quauhyyyauhtli texochitl yamanquiamoxtli dé beber debe calentarse unta cuerpo emplasto hecho hierbas papaloquilitlacacapacquilitl tlalcacapolecapatli quauhyyyauhtli tlatlanquaye huitbitzil xochitil iztac huitzquahuitl ocoeloxochitl además todas plantas cayó rayo días después debe beber agua arrojado copal blanco agua hierve incienso blanco blanquecino huesos quemados zorro añadidos mezcla vino indígena anterior después instila narices medicamento hecho perla blanca raíz tlatlacotic todas plantas crecen jardín quemado debe ser sahumado copal blanco brasas ungüento cera llamamos xochiocotzotl buen aroma hierba quauhyyyauhtli protección viajero flores secas mecaeloxochitl tlileloxochitl hueynacaztli corteza árboles copalatoyaxocotl atoyaatoyaxocotl hojas árbol aatoyaxocotl incienso blanco ungüento xochiocotzotl yolloeloxochitl triturado pulverizado luego coloca dentro cavidad conocida fragante flor huacaleloxochitl absorban olor intensamente perfumado exhalen después toma final apreciada flor yolloeloxochitl debe ahuecar cuidado allí encierra fino polvo saludable suspendiendo cápsula cuello,ocotl xochi-oco-tzotl xochi-ocotzotl xochitl
ID279,a-camallo-tetl v2,stone,,Atl/water; Tetl/stone,suppuration roof mouth throat suppuration roof mouth throat cured root xaltomatlxaltomatltomatl crushed together texochitl yamanquiamoxtli white earth small sharp variegated stones gathered torrent acamalloacamallotetl v v indian spikes poorly ground flowers huacaleloxochitl tlacoizquixochitlizquieloxochitl juice well squeezed promptly poured throat burning heart heat heart take juice root tlacacamotli white pearl crystal bright greenstone beryl stone xiuhtomolli acamalloacamallotetl v v sharp stones ground water helps excessive heat body overheated relieved ground roots iztac huitzquahuitl huitzquahuitlacacapacquilitl xaltomatlxaltomatltomatl tlacacamotli teoezquahuitliztaquilitl stone acamalloacamallotetl v v eztetl tlacalhuatzin red earth white earth stones found stomachs cock nochmolotototl sharp stones put water drunk abdomen purged clyster potion also prepared tzayanalacacapacquilitl roots acacapacacacapacquilitl tolpatlactli bushes tetzmitl iztauyattl iztac huitzquahuitl huitzquahuitlacacapacquilitl added salt body anointed latex squeezed acacapacacacapacquilitl coyoacocoxihuitl tlalcacapolecapatli tonatiuh yxiuh v yxiuh v iztac huitzquahuitl ocoeloxochitl centzonxochitlocoeloxochitl herbs also using leaves laurel bush tetzmitl fruit trees xaatoyaxocotl plant cohuaeloxochitl leaves pine medicine divided poured head quite thick applied ointment body heat rises take blood huitzitzilin gall huexocanauhtli viscera quail bladder cocotli skin pezotli burned together mixed together infantile skin eruptions phthiriasis skin breaking infants cured anointing body poultice made seeds well known michihuauhtlihuauhtli red incense grain burned plant tlatlanquaye leaves huitzihtzileloxochitleloxochitl root tlalcacapolahuehuetl tlacuilolquahuitlyapaloni laurel leaves ecaecapatli leaves acid water drawn let boy also drink medicine made white earth small white stones gathered bottom flowing water stone acamalloacamallotetl v v coltotzin bush tlalcacapolmizquitl points ground water,supuración paladar garganta supuración paladar garganta cura raíz xaltomatlxaltomatltomatl triturada junto texochitl yamanquiamoxtli tierra blanca pequeñas afiladas piedras multicolores recogidas torrente acamalloacamallotetl v v espinas india mal molidas flores huacaleloxochitl tlacoizquixochitlizquieloxochitl cuyo jugo exprime bien vierte inmediato garganta ardor corazón calor corazón toma jugo raíz tlacacamotli perla blanca cristal piedra verde brillante berilo piedra xiuhtomolli acamalloacamallotetl v v piedras agudas trituradas agua ayuda calor excesivo cuerpo sobrecalentado alivia raíces molidas iztac huitzquahuitl huitzquahuitlacacapacquilitl xaltomatlxaltomatltomatl tlacacamotli teoezquahuitliztaquilitl piedra acamalloacamallotetl v v eztetl tlacalhuatzin tierra roja tierra blanca piedras encontradas estómagos gallo nochmolotototl piedras filosas pone agua bebe preparación abdomen purga enema prepara poción raíces tzayanalacacapacquilitl acacapacacacapacquilitl tolpatlactli arbustos tetzmitl iztauyattl iztac huitzquahuitl huitzquahuitlacacapacquilitl sal añadida cuerpo unta látex exprimido acacapacacacapacquilitl coyoacocoxihuitl tlalcacapolecapatli tonatiuh yxiuh v yxiuh v iztac huitzquahuitl ocoeloxochitl centzonxochitlocoeloxochitl hierbas usan hojas laurel arbusto tetzmitl árboles frutales xaatoyaxocotl planta cohuaeloxochitl hojas pino medicina divide parte vierte cabeza espesa aplica ungüento cuerpo si calor aumenta toma sangre huitzitzilin bilis huexocanauhtli vísceras codorniz vejiga cocotli piel pezotli quemado junto anteriores mezclan erupciones cutáneas infantiles ftiriasis erupciones piel niños cura untando cuerpo cataplasma hecha semillas conocido michihuauhtlihuauhtli incienso rojo grano deben quemarse luego planta tlatlanquaye hojas huitzihtzileloxochitleloxochitl raíz tlalcacapolahuehuetl tlacuilolquahuitlyapaloni hojas laurel hojas ecaecapatli cuales extrae agua ácida niño beba medicina hecha tierra blanca pequeñas piedras blancas recogidas fondo aguas corrientes piedra acamalloacamallotetl v v coltotzin arbusto tlalcacapolmizquitl puntas molidas agua,a-camallo-tetl a-camallo-tetl v2 a-camollotetl atl tetl
ID280,teo-xihuitl v2,stone,,"Teo/divine; Xihuitl/herbs, green leaves",bloody saliva one spitting blood well drink potion made root tlacoizquixochitlxiloeloxochitl pepper stones teoezquahuitlacocoxihuitl v chichiltic xiuhtontli tapachtli bones ape red flinty stones find bank river white frankincense leaves iztac huitzquahuitl huitzquahuitlcolotli root plants whose tip ruddy small crushing whites two eggs prepare potion crush one root tlacoizquixochitlxiloeloxochitl leaves iztac huitzquahuitl huitzquahuitlcolotli root another plant called xiuhtontli stone teoezquahuitlacocoxihuitl v bone ape burn pepper ashes crush together chichiltic xiuhtontli tapachtli stone found river water cook bone water white frankincense meal let take one saucer potion thus prepared drink one spits yellow mucus take malinalli plant pine cypress leaves plant ecaecapatli squeezed water liquor containing ashes seems right sour water let ground cooked potion drink however diligently studied consumes noxious humor,saliva sangre escupe sangre conviene beber poción hecha raíz tlacoizquixochitlxiloeloxochitl pimiento piedras teoezquahuitlacocoxihuitl v chichiltic xiuhtontli tapachtli huesos mono piedras rojas pedernal encuentran orilla río incienso blanco hojas iztac huitzquahuitl huitzquahuitlcolotli raíz plantas cuya punta rojiza pequeña triturando claras dos huevos preparar mejor poción debe triturar raíz tlacoizquixochitlxiloeloxochitl hojas iztac huitzquahuitl huitzquahuitlcolotli raíz planta llamada xiuhtontli piedra teoezquahuitlacocoxihuitl v hueso mono quema pimiento reducirlo cenizas trituran juntos chichiltic xiuhtontli tapachtli piedra hallada río decir agua cuece hueso agua incienso blanco luego comer debe tomarse platillo poción así preparada escupe moco amarillo toma planta malinalli ciprés hojas planta ecaecapatli exprimidas agua licor contenga cenizas si parece adecuado agua agria debe moler cocer anterior poción beber embargo debe estudiarse diligencia consume humor nocivo,teo teo-xihuitl teo-xihuitl v2 xihuitl
ID281,xiuh-tomolli,stone,,"Xihuitl/herbs, green leaves",burning heart heat heart take juice root tlacacamotli white pearl crystal bright greenstone beryl stone xiuhtomolli acamalloacamallotetl v v sharp stones ground water helps antidote poison let potion taken prepared leaf root tonatiuh yxiuh v yxiuh v root teoezquahuitliztaquilitl xoxouhquiitzli tonatiuh yxiuh v yxiuh v ahhuachcho ground together water also ground bright pearl sardonyx xiuhtomolli fevers face marking fevers various changes times flushed times darkened blanched also spits blood body jerks turns hither thither sees little times bitterness burning sweetness kind fills mouth rather palate one certain stomach corrupted although urine whitish unless avert danger quickly medicine prepared late wherefore help wonderfully macerate plants centzonxochitleloxochitl teoezquahuitliztaquilitl ahquiztli tlanextiayxiuh acocoxihuitl cuauhtla huitaacacapacquilitl tonatiuh yxiuh v yxiuh v tlazolecapatliteoezquahuitlazacatzontli mamaxtlanelhuatl ocoeloxochitl zacamatlalin bush tlanextiayxiuh aquahuitl stones find stomachs birds huitlalotl huactli aztatl apopotli tlacahuilotl huexocanauhtli xiuhxiuhquecholmolotototl molotototl tlapalmolotototl nochmolotototl acatzanatl zolin precious stones fine green pearl greenstone sardonyx xiuhtomolli burned human bone liquor heated quickly drunk potion prepared stone texalli ground water part liquor poured head feet bathed part throat moistened part also let drink plants crushed bitter water ecaecapatli tetzmitl ocoeloxochitl centzonxochitleloxochitl tepeylinchian azacatzontlipachtzin iztac huitzquahuitl ocoeloxochitl tonatiuh yxiuh v yxiuh v gathered fervent heat sun adding willow laurel human bone wet liquor tooth corpse placed crown head plants tecoxochitiacocoxihuitl tlazolecapatliecapatli crushed womans milk occuput nostrils anointed done take heed smell flower kind sleep day,ardor corazón calor corazón toma jugo raíz tlacacamotli perla blanca cristal piedra verde brillante berilo piedra xiuhtomolli acamalloacamallotetl v v piedras agudas trituradas agua ayuda antídoto veneno debe tomar poción preparada hoja raíz tonatiuh yxiuh v yxiuh v raíz teoezquahuitliztaquilitl xoxouhquiitzli tonatiuh yxiuh v yxiuh v ahhuachcho triturado agua junto perla brillante sardónice xiuhtomolli fiebres rostro presentan fiebre cambia muchas formas veces enrojecido veces oscuro pálido escupe sangre cuerpo da sacudidas retuerce ve veces llena boca bien paladar amargor ardor tipo dulzura ciertamente sufre estómago corrompido aunque orina blanquecina si evita peligro rápidamente medicina preparará demasiado tarde ayudarás maravillosamente si maceras plantas centzonxochitleloxochitl teoezquahuitliztaquilitl ahquiztli tlanextiayxiuh acocoxihuitl cuauhtla huitaacacapacquilitl tonatiuh yxiuh v yxiuh v tlazolecapatliteoezquahuitlazacatzontli mamaxtlanelhuatl ocoeloxochitl zacamatlalin arbusto tlanextiayxiuh aquahuitl piedras encuentran estómagos aves huitlalotl huactli aztatl apopotli tlacahuilotl huexocanauhtli xiuhxiuhquecholmolotototl molotototl tlapalmolotototl nochmolotototl acatzanatl zolin piedras preciosas perla verde fina piedra verde sardónice xiuhtomolli junto hueso humano quemado calienta rápidamente licor luego debe beberse preparado brebaje muele piedra texalli agua vierte parte licor cabeza bañan pies parte humedece garganta porción debe beber luego deben machacarse agua amarga plantas ecaecapatli tetzmitl ocoeloxochitl centzonxochitleloxochitl tepeylinchian azacatzontlipachtzin iztac huitzquahuitl ocoeloxochitl tonatiuh yxiuh v yxiuh v todas recolectadas bajo calor intenso sol añadiendo sauce laurel hueso humano moja licor coloca diente cadáver coronilla plantas tecoxochitiacocoxihuitl tlazolecapatliecapatli trituran leche mujer ungen occipucio fosas nasales después cuídese huela alguna flor duerma día,xihuitl xiuh-tomolli
ID282,te-xoxoctli,stone,,Te/stone; Xocotl/sour fruit,curation pubis part feels pain let anointed liquor expressed prepared bark leaves tree macpaleloxochitl thorny plants tolohua xihuitl acocoxihuitl xiuhtontli indian knives flints fruit call texochitl yamanquitzapotl stone texochitl yamanquixoxoctli ground blood swallow lizard mouse must remember heat liquid also tumor pain burns severely hesitate section cut must purify anoint liquid drawn roots herb tlalcacapolhuaxin ground yolk egg,curación pubis parte duele debe ungirse licor extraído preparado corteza hojas árbol macpaleloxochitl plantas espinosas tolohua xihuitl acocoxihuitl xiuhtontli cuchillos obsidiana pedernales fruto llamado texochitl yamanquitzapotl piedra texochitl yamanquixoxoctli molido sangre golondrina lagartija ratón debes recordar calentar líquido además si tumor dolor quema intensamente debe dudar hacer incisión herida debe purificarse ungirse líquido extraído raíces hierba tlalcacapolhuaxin molidas yema huevo,te te-xoxoctli xocotl
ID283,eca-cohuatl,animal,,Ecatl/wind,gout one gout cured way bush piltzintecouheloxochitl leaves cypress laurel thrown ants ditch ants go fro sprinkled lotion leaves bush quappoquietl leaves bark ayauhquahuitlaquahuitl leaves quetzalylinmizquitl tlacuilolquahuitlque quetzalylin tepeylinchian flowers plant small white red stone plant called itzquinecapatli pine oyster shell ground hares blood small foxes serpentine rabbits burrowing moles ecacohuatl lizards pearl greenstone bloodstone ground water foot troubled much heat let soaked cold liquor chilled instep heated named also add yellowcolored flint flesh excrement fox must burn crisp,gota alguien gota puede curarse así arbusto piltzintecouheloxochitl hojas ciprés laurel echan zanja hormigas van vienen espolvorean loción luego toman hojas arbusto quappoquietl hojas corteza ayauhquahuitlaquahuitl hojas quetzalylinmizquitl tlacuilolquahuitlque quetzalylin tepeylinchian flores cualquier planta piedra blanca roja pequeña planta llamada itzquinecapatli pino concha ostra molida sangre liebre pequeños zorros conejos serpenteantes topos ecacohuatl lagartijas perla piedra verde hematites debe molerse agua si pie sufre calor debe remojarse licor frío si helado empeine debe calentarse anterior añade pedernal color amarillo carne excremento zorro deben quemarse quedar carbonizados,eca-cohuatl ecatl
ID284,huacton,bird,,nan,incipient contraction knees knees start contract anoint juice plants xiuhtontli tzitzicton yamanqui texochitl yamanquieloxochitl crushed hawks blood bird called huacton let patient also enter bath eat cooked feet hawk huachtli rabbit hare let flesh combative cock boiled shall eat crushed ointment goose grease let abstain sex converse avoid sleep sleep sitting supine labor much overheat,contracción incipiente rodillas rodillas comienzan contraerse úntalas jugo plantas xiuhtontli tzitzicton yamanqui texochitl yamanquieloxochitl trituradas sangre halcón ave llamada huacton paciente debe bañarse comer pies cocidos halcón huachtli conejo liebre después debe hervirse carne gallo combativo deberá comer parte machaca ungüento grasa ganso abstenga trato sexual evite dormir duerma sentado acostado boca arriba trabaje sobrecaliente,huacton nan
ID285,hoxitl,other,,nan,cracks soles feet cracks soles feet cured salve prepared herb tolohua xihuitl acocoxihuitl blood cock resin resinous humor call hoxitl muist heated,grietas plantas pies grietas plantas pies curan ungüento preparado hierba tolohua xihuitl acocoxihuitl sangre gallo resina humor resinoso llamado hoxitl debe calentarse,hoxitl nan
ID286,cuetlachtli,animal,,nan,trees flowers relieving fatigue administering government discharging public offices bark tree quetzalylinylin flowers eloeloxochitl izquieloxochitl almond fruit tlapolcacahuatl flowers cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli fine smelling summer flowers leaves trees aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl flower bearing plants shrubbery gather wind rises expressed one one clear spring water new vessels vases stays day night iztac huitzquahuitl huitzquahuitlaquahuitl wood red juice added coloring also blood wild animals namely red ocelot cuetlachtli miztli ocotochtli white ocelot tlacoizquixochitlocelotl sought liquors body well anointed second precious stones quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v red earth small stones stomachs birds huexocanauhtli huactli apopotli cast water stay night order healthful juice may drawn body frequently bathed third brain gall animals red ocelot white ocelot cuetlachtli miztli ocotochtli coyoxihuitl also brain gall bladder white epatl ground body moistened medicaments healthily give gladiatorial strength body drive fatigue far also cast timidity strengthen human heart rest let whoever wishes follow reinvigoration body eat things also chief value flesh white rabbit white fox either baked boiled,árboles flores aliviar cansancio gobiernan desempeñan cargos públicos corteza árbol quetzalylinylin flores eloeloxochitl izquieloxochitl almendra fruto llamado tlapolcacahuatl flores cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli todas flores veraniegas buen aroma hojas árboles aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl plantas flores follaje recogen sople viento exprime agua clara manantial recipientes nuevos deja reposar día noche luego añade madera iztac huitzquahuitl huitzquahuitlaquahuitl jugo rojo colorante busca sangre animales salvajes ocelote rojo cuetlachtli miztli ocotochtli ocelote blanco tlacoizquixochitlocelotl licores anteriores unta bien cuerpo segundo lugar echan agua piedras preciosas quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v tierra roja piedras pequeñas halladas estómagos aves huexocanauhtli huactli apopotli dejan allí noche suelten jugo saludable debe bañarse frecuentemente cuerpo tercer lugar trituran cerebro bilis animales ocelote rojo ocelote blanco cuetlachtli miztli ocotochtli coyoxihuitl así cerebro bilis vejiga epatl blanco humedece cuerpo remedios dan saludablemente fuerza gladiatoria cuerpo alejan cansancio expulsan timidez fortalecen corazón humano además desee seguir fortalecimiento cuerpo puede comer cosas valioso considera carne conejo blanco zorro blanco asada hervida,cuetlachtli nan
ID287,miztli,animal,,nan,trees flowers relieving fatigue administering government discharging public offices bark tree quetzalylinylin flowers eloeloxochitl izquieloxochitl almond fruit tlapolcacahuatl flowers cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli fine smelling summer flowers leaves trees aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl flower bearing plants shrubbery gather wind rises expressed one one clear spring water new vessels vases stays day night iztac huitzquahuitl huitzquahuitlaquahuitl wood red juice added coloring also blood wild animals namely red ocelot cuetlachtli miztli ocotochtli white ocelot tlacoizquixochitlocelotl sought liquors body well anointed second precious stones quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v red earth small stones stomachs birds huexocanauhtli huactli apopotli cast water stay night order healthful juice may drawn body frequently bathed third brain gall animals red ocelot white ocelot cuetlachtli miztli ocotochtli coyoxihuitl also brain gall bladder white epatl ground body moistened medicaments healthily give gladiatorial strength body drive fatigue far also cast timidity strengthen human heart rest let whoever wishes follow reinvigoration body eat things also chief value flesh white rabbit white fox either baked boiled,árboles flores aliviar cansancio gobiernan desempeñan cargos públicos corteza árbol quetzalylinylin flores eloeloxochitl izquieloxochitl almendra fruto llamado tlapolcacahuatl flores cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli todas flores veraniegas buen aroma hojas árboles aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl plantas flores follaje recogen sople viento exprime agua clara manantial recipientes nuevos deja reposar día noche luego añade madera iztac huitzquahuitl huitzquahuitlaquahuitl jugo rojo colorante busca sangre animales salvajes ocelote rojo cuetlachtli miztli ocotochtli ocelote blanco tlacoizquixochitlocelotl licores anteriores unta bien cuerpo segundo lugar echan agua piedras preciosas quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v tierra roja piedras pequeñas halladas estómagos aves huexocanauhtli huactli apopotli dejan allí noche suelten jugo saludable debe bañarse frecuentemente cuerpo tercer lugar trituran cerebro bilis animales ocelote rojo ocelote blanco cuetlachtli miztli ocotochtli coyoxihuitl así cerebro bilis vejiga epatl blanco humedece cuerpo remedios dan saludablemente fuerza gladiatoria cuerpo alejan cansancio expulsan timidez fortalecen corazón humano además desee seguir fortalecimiento cuerpo puede comer cosas valioso considera carne conejo blanco zorro blanco asada hervida,miztli nan
ID288,ocotochtli,animal,,Ocotl/pine,trees flowers relieving fatigue administering government discharging public offices bark tree quetzalylinylin flowers eloeloxochitl izquieloxochitl almond fruit tlapolcacahuatl flowers cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli fine smelling summer flowers leaves trees aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl flower bearing plants shrubbery gather wind rises expressed one one clear spring water new vessels vases stays day night iztac huitzquahuitl huitzquahuitlaquahuitl wood red juice added coloring also blood wild animals namely red ocelot cuetlachtli miztli ocotochtli white ocelot tlacoizquixochitlocelotl sought liquors body well anointed second precious stones quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v red earth small stones stomachs birds huexocanauhtli huactli apopotli cast water stay night order healthful juice may drawn body frequently bathed third brain gall animals red ocelot white ocelot cuetlachtli miztli ocotochtli coyoxihuitl also brain gall bladder white epatl ground body moistened medicaments healthily give gladiatorial strength body drive fatigue far also cast timidity strengthen human heart rest let whoever wishes follow reinvigoration body eat things also chief value flesh white rabbit white fox either baked boiled,árboles flores aliviar cansancio gobiernan desempeñan cargos públicos corteza árbol quetzalylinylin flores eloeloxochitl izquieloxochitl almendra fruto llamado tlapolcacahuatl flores cacaloeloxochitl huacaleloxochitl mecaeloxochitl hueynacaztli todas flores veraniegas buen aroma hojas árboles aillin oyametl ocotl aatoyaxocotl ecaecapatli tlacoizquixochitlizquieloxochitl quauhyyyauhtli tomazquitl ahuatl tepeylinylin ayauhquahuitlaquahuitl texochitl yamanquipapaquiltiaquahuitl plantas flores follaje recogen sople viento exprime agua clara manantial recipientes nuevos deja reposar día noche luego añade madera iztac huitzquahuitl huitzquahuitlaquahuitl jugo rojo colorante busca sangre animales salvajes ocelote rojo cuetlachtli miztli ocotochtli ocelote blanco tlacoizquixochitlocelotl licores anteriores unta bien cuerpo segundo lugar echan agua piedras preciosas quetzalylinquetzaliztli eztetl tlacalhuatzin tetlahuitl v tierra roja piedras pequeñas halladas estómagos aves huexocanauhtli huactli apopotli dejan allí noche suelten jugo saludable debe bañarse frecuentemente cuerpo tercer lugar trituran cerebro bilis animales ocelote rojo ocelote blanco cuetlachtli miztli ocotochtli coyoxihuitl así cerebro bilis vejiga epatl blanco humedece cuerpo remedios dan saludablemente fuerza gladiatoria cuerpo alejan cansancio expulsan timidez fortalecen corazón humano además desee seguir fortalecimiento cuerpo puede comer cosas valioso considera carne conejo blanco zorro blanco asada hervida,ocotl ocotochtli
